cid,sid,car_lon,car_lat,days,times
574,9,-304990.1609,4477207.599,"Friday, January 23, 2009",22:38
705,5,-304958.8849,4477214.502,"Friday, January 23, 2009",23:39
574,8,-304976.2057,4477222.43,"Friday, January 23, 2009",22:38
705,6,-304945.5024,4477228.831,"Friday, January 23, 2009",23:39
574,7,-304962.2624,4477237.15,"Friday, January 23, 2009",22:38
705,7,-304931.754,4477243.346,"Friday, January 23, 2009",23:39
574,6,-304948.2194,4477251.183,"Friday, January 23, 2009",22:38
705,8,-304917.8703,4477257.509,"Friday, January 23, 2009",23:39
575,7,-305142.5009,4477036.796,"Friday, January 23, 2009",22:39
704,7,-305109.0951,4477042.57,"Friday, January 23, 2009",23:39
575,6,-305128.5593,4477052.303,"Friday, January 23, 2009",22:39
704,8,-305097.1044,4477056.822,"Friday, January 23, 2009",23:39
575,5,-305114.9979,4477068.301,"Friday, January 23, 2009",22:39
704,9,-305085.2113,4477070.973,"Friday, January 23, 2009",23:39
575,4,-305101.3012,4477083.947,"Friday, January 23, 2009",22:38
704,10,-305073.3158,4477084.335,"Friday, January 23, 2009",23:39
704,11,-305061.5462,4477098.949,"Friday, January 23, 2009",23:39
575,3,-305087.7518,4477099.835,"Friday, January 23, 2009",22:38
704,12,-305049.311,4477113.063,"Friday, January 23, 2009",23:39
575,2,-305073.9696,4477115.472,"Friday, January 23, 2009",22:38
704,13,-305036.881,4477127.381,"Friday, January 23, 2009",23:39
575,1,-305059.9665,4477130.747,"Friday, January 23, 2009",22:38
705,0,-305024.451,4477141.699,"Friday, January 23, 2009",23:39
575,0,-305046.2937,4477146.171,"Friday, January 23, 2009",22:38
704,3,-305158.8045,4476985.408,"Friday, January 23, 2009",23:39
575,10,-305183.6512,4476989.301,"Friday, January 23, 2009",22:39
704,4,-305146.2767,4476999.829,"Friday, January 23, 2009",23:39
575,9,-305169.612,4477004.91,"Friday, January 23, 2009",22:39
704,5,-305133.8463,4477014.147,"Friday, January 23, 2009",23:39
575,8,-305156.2334,4477020.815,"Friday, January 23, 2009",22:39
704,6,-305121.4041,4477028.576,"Friday, January 23, 2009",23:39
748,5,-301786.6473,4485123.859,"Friday, January 23, 2009",23:53
531,22,-301612.7118,4485124.557,"Friday, January 23, 2009",22:20
531,23,-301619.6562,4485125.072,"Friday, January 23, 2009",22:20
748,4,-301801.9198,4485126.501,"Friday, January 23, 2009",23:53
531,24,-301627.1037,4485126.542,"Friday, January 23, 2009",22:20
531,25,-301635.783,4485127.805,"Friday, January 23, 2009",22:20
748,3,-301817.8758,4485129.216,"Friday, January 23, 2009",23:53
531,26,-301644.9156,4485129.679,"Friday, January 23, 2009",22:20
531,27,-301654.8291,4485131.524,"Friday, January 23, 2009",22:20
531,28,-301664.8019,4485132.813,"Friday, January 23, 2009",22:20
531,29,-301674.8363,4485134.333,"Friday, January 23, 2009",22:20
531,30,-301685.2126,4485135.89,"Friday, January 23, 2009",22:20
531,31,-301697.1386,4485137.499,"Friday, January 23, 2009",22:20
531,32,-301708.9911,4485138.988,"Friday, January 23, 2009",22:20
532,0,-301721.1236,4485140.282,"Friday, January 23, 2009",22:20
532,1,-301734.1105,4485141.667,"Friday, January 23, 2009",22:20
532,2,-301746.9883,4485143.266,"Friday, January 23, 2009",22:20
532,3,-301760.0369,4485144.882,"Friday, January 23, 2009",22:20
532,4,-301773.4748,4485146.09,"Friday, January 23, 2009",22:20
532,5,-301786.2671,4485147.68,"Friday, January 23, 2009",22:20
532,6,-301798.7295,4485149.122,"Friday, January 23, 2009",22:20
532,7,-301811.6547,4485150.275,"Friday, January 23, 2009",22:20
538,42,-303447.9137,4485350.19,"Friday, January 23, 2009",22:24
538,41,-303444.5221,4485350.391,"Friday, January 23, 2009",22:24
538,37,-303438.6407,4485350.437,"Friday, January 23, 2009",22:24
538,36,-303439.7082,4485352.578,"Friday, January 23, 2009",22:24
538,31,-303444.1014,4485352.71,"Friday, January 23, 2009",22:24
538,40,-303449.9849,4485353.451,"Friday, January 23, 2009",22:24
538,35,-303441.1932,4485355.663,"Friday, January 23, 2009",22:24
538,32,-303442.8945,4485357.533,"Friday, January 23, 2009",22:24
538,34,-303441.7741,4485358.314,"Friday, January 23, 2009",22:24
538,33,-303442.3149,4485359.722,"Friday, January 23, 2009",22:24
538,23,-303438.5541,4485345.588,"Friday, January 23, 2009",22:23
538,25,-303438.1647,4485345.997,"Friday, January 23, 2009",22:23
538,26,-303438.1647,4485345.997,"Friday, January 23, 2009",22:23
538,24,-303438.2502,4485346.006,"Friday, January 23, 2009",22:23
538,28,-303440.41,4485346.012,"Friday, January 23, 2009",22:23
538,27,-303438.4211,4485346.024,"Friday, January 23, 2009",22:23
538,57,-303477.2122,4485346.118,"Friday, January 23, 2009",22:25
538,29,-303443.3269,4485346.211,"Friday, January 23, 2009",22:23
538,30,-303444.0958,4485346.293,"Friday, January 23, 2009",22:23
538,56,-303469.3344,4485347.865,"Friday, January 23, 2009",22:25
538,45,-303445.3699,4485348.118,"Friday, January 23, 2009",22:24
538,53,-303448.8113,4485348.26,"Friday, January 23, 2009",22:25
538,52,-303444.6507,4485348.378,"Friday, January 23, 2009",22:25
538,43,-303449.8128,4485348.592,"Friday, January 23, 2009",22:24
538,39,-303445.9085,4485348.738,"Friday, January 23, 2009",22:24
538,48,-303443.9077,4485348.862,"Friday, January 23, 2009",22:25
538,49,-303445.0303,4485348.869,"Friday, January 23, 2009",22:25
538,46,-303443.5541,4485348.937,"Friday, January 23, 2009",22:25
538,47,-303443.5541,4485348.937,"Friday, January 23, 2009",22:25
538,55,-303462.1141,4485349.119,"Friday, January 23, 2009",22:25
538,38,-303440.4187,4485349.164,"Friday, January 23, 2009",22:24
538,50,-303444.9947,4485349.203,"Friday, January 23, 2009",22:25
538,51,-303444.9947,4485349.203,"Friday, January 23, 2009",22:25
538,54,-303453.8902,4485349.253,"Friday, January 23, 2009",22:25
538,44,-303448.5215,4485349.355,"Friday, January 23, 2009",22:24
538,10,-303348.7527,4485339.255,"Friday, January 23, 2009",22:23
742,2,-303374.2691,4485339.843,"Friday, January 23, 2009",23:51
742,1,-303387.0095,4485340.304,"Friday, January 23, 2009",23:51
538,11,-303358.3956,4485340.398,"Friday, January 23, 2009",22:23
742,0,-303399.4698,4485340.961,"Friday, January 23, 2009",23:51
538,12,-303366.8185,4485341.636,"Friday, January 23, 2009",22:23
741,20,-303472.5875,4485341.684,"Friday, January 23, 2009",23:51
538,58,-303484.559,4485342.063,"Friday, January 23, 2009",22:25
741,27,-303411.4434,4485342.128,"Friday, January 23, 2009",23:51
538,13,-303374.691,4485342.365,"Friday, January 23, 2009",22:23
741,26,-303422.2067,4485342.49,"Friday, January 23, 2009",23:51
538,16,-303395.9354,4485342.497,"Friday, January 23, 2009",22:23
538,14,-303381.7328,4485342.78,"Friday, January 23, 2009",22:23
538,17,-303402.7944,4485343.004,"Friday, January 23, 2009",22:23
741,25,-303432.6046,4485343.039,"Friday, January 23, 2009",23:51
538,15,-303389.1283,4485343.12,"Friday, January 23, 2009",22:23
538,18,-303408.6282,4485343.403,"Friday, January 23, 2009",22:23
741,21,-303466.4185,4485343.614,"Friday, January 23, 2009",23:51
741,24,-303442.2096,4485343.728,"Friday, January 23, 2009",23:51
538,19,-303414.2316,4485344.339,"Friday, January 23, 2009",22:23
741,23,-303451.169,4485344.798,"Friday, January 23, 2009",23:51
538,20,-303423.2505,4485344.853,"Friday, January 23, 2009",22:23
741,22,-303459.1128,4485344.859,"Friday, January 23, 2009",23:51
538,22,-303436.0384,4485344.869,"Friday, January 23, 2009",22:23
538,21,-303430.4134,4485344.943,"Friday, January 23, 2009",22:23
537,16,-303214.4659,4485325.468,"Friday, January 23, 2009",22:22
742,10,-303245.6808,4485326.102,"Friday, January 23, 2009",23:51
537,17,-303226.6958,4485326.662,"Friday, January 23, 2009",22:22
538,0,-303239.0468,4485327.532,"Friday, January 23, 2009",22:22
538,1,-303250.8733,4485328.458,"Friday, January 23, 2009",22:23
742,9,-303262.783,4485328.605,"Friday, January 23, 2009",23:51
538,2,-303262.5906,4485329.597,"Friday, January 23, 2009",22:23
741,17,-303483.0003,4485329.965,"Friday, January 23, 2009",23:51
539,1,-303496.5951,4485330.518,"Friday, January 23, 2009",22:25
742,8,-303280.4336,4485330.829,"Friday, January 23, 2009",23:51
538,3,-303274.3814,4485330.857,"Friday, January 23, 2009",22:23
538,4,-303285.9419,4485332.655,"Friday, January 23, 2009",22:23
742,7,-303298.1956,4485333.627,"Friday, January 23, 2009",23:51
538,5,-303297.0016,4485334.287,"Friday, January 23, 2009",22:23
741,18,-303481.2807,4485334.734,"Friday, January 23, 2009",23:51
742,6,-303314.7948,4485335.176,"Friday, January 23, 2009",23:51
538,6,-303307.3399,4485335.392,"Friday, January 23, 2009",22:23
