pid,tags_poi,poi_lon,poi_lat
299840306,amenity=ferry_terminal,-644581.498,3420418.243
644799625,amenity=bank,-627917.1888,3448709.54
644799641,amenity=bus_station,-628502.3999,3448491.249
644799691,amenity=bank,-627472.9677,3448196.495
644799734,shop=supermarket,-627504.5106,3448206.974
644799801,shop=supermarket,-627650.8009,3446941.221
644831828,shop=books,-627189.0721,3447097.605
895722272,amenity=hospital,-639889.2322,3435291.966
1102895931,amenity=bus_station,-683719.4005,4278166.466
1143295800,amenity=cafe,-614296.2895,3435142.699
1143320523,amenity=restaurant,-618980.8837,3428632.668
1143320553,amenity=atm,-619029.5229,3428575.04
1143375635,shop=convenience,-618906.8445,3428373.726
1143402192,shop=books,-622929.258,3431482.834
1143402206,amenity=bank,-622999.884,3431612.713
1143453796,amenity=restaurant,-623681.5562,3432225.185
1143733930,amenity=school,-618600.8522,3432047.045
1143783996,amenity=bicycle_parking,-616725.1713,3434954.238
1143790443,shop=supermarket,-615551.3673,3435333.436
1145360214,amenity=restaurant,-624278.4669,3431482.788
1145387992,amenity=restaurant,-623005.3282,3431701.232
1145394684,amenity=bicycle_parking,-622504.9481,3431901.085
1146761204,amenity=restaurant,-622799.4458,3438614.256
1150841378,amenity=school,-619877.579,3428357.622
1150841457,amenity=parking,-617828.1032,3434233.534
1157121744,amenity=restaurant,-619521.7031,3431612.534
1176841491,shop=convenience,-615731.4455,3424511.329
1176841549,shop=convenience,-615799.1922,3424451.347
1176861486,amenity=bank,-616274.9859,3424044.179
1176862032,shop=convenience,-615826.0905,3424100.758
1178759280,amenity=fuel,-613681.3258,3423803.687
1184008733,amenity=school,-782313.1158,3183463.457
1194992420,amenity=restaurant,-617007.3209,3435369.776
1197829810,amenity=bank,-620914.0155,3437855.978
1197937972,amenity=drinking_water,-614650.2449,3434837.457
1201493260,amenity=atm,-615701.0202,3434809.013
1204235248,amenity=restaurant,-621293.1283,3437634.12
1205483990,amenity=fuel,-620092.4211,3437271.726
1207481095,amenity=fuel,-649611.1352,3431881.066
1210012764,amenity=bicycle_parking,-617390.4426,3434483.34
