poi_lon,poi_lat,count
-326185.7082,4470646.236,3
-325910.0104,4469680.548,3
-330457.2883,4466263.954,3
-326764.021,4471861.595,3
-328055.8327,4468419.232,3
-328051.6761,4468467.315,3
-329019.0804,4473255.713,3
-328015.7359,4470807.54,3
-328841.4048,4468031.706,3
-324862.817,4475465.062,3
-329689.1266,4468581.146,2
-326095.9,4469916.745,2
-328139.3206,4468884.843,2
-328050.6786,4468714.92,2
-324847.7654,4475441.204,2
-333394.913,4466807.062,2
-326089.2795,4469852.585,2
-326119.1577,4469937.186,2
-323028.3163,4473406.011,2
-325900.9849,4469697.381,2
-323223.8673,4469648.585,2
-324936.103,4474542.992,2
-323049.5636,4474630.232,2
-325124.7819,4473773.126,2
-328140.1228,4468864.779,2
-328052.7488,4468899.194,2
-328906.6232,4467970.063,2
-328017.5327,4470817.56,2
-325912.8149,4469697.795,2
-326015.1342,4469803.018,2
-324918.297,4474523.069,2
-325936.1104,4469764.453,2
-328022.9611,4470254.652,2
-328128.2034,4468906.469,2
-328054.9044,4468964.201,2
-324844.5492,4475462.14,2
-329717.4783,4468595.939,2
-325984.1976,4469906.033,2
-328114.3129,4470620.541,2
-328763.234,4473248.674,2
-50567.75288,3683199.563,2
-326162.8545,4470095.566,2
-326117.6464,4469928.652,2
-325123.0261,4474182.577,2
-325116.8639,4474068.198,2
-325962.1129,4469832.669,2
-326333.5839,4471803.198,2
-328054.4275,4468934.523,2
-45978.35702,3568478.637,1
-327997.0278,4470752.13,1
-320064.1939,4473230.362,1
-297953.293,4484729.356,1
-38383.82496,3520524.675,1
-38213.99389,3520781.086,1
-314361.1193,4462511.969,1
-322914.0336,4472277.652,1
-325006.5122,4476815.401,1
-331111.7443,4475038.117,1
-333270.6981,4464970.442,1
-324093.0409,4468368.829,1
-328369.6897,4467815.564,1
-327123.5762,4473654.457,1
-328151.7419,4469962.451,1
-45907.70241,3568902.627,1
-316292.3251,4471137.726,1
-328195.2652,4467776.893,1
-329080.9171,4472215.504,1
-325904.3127,4469777.254,1
-50487.1862,3683163.361,1
